song,artist,comment,label,jjim,rating,date
그날처럼,장덕철,가사왜이러냐 만원짜리 반지랜다 50년대 감성 가사를 이제 내고 앉아있네 만원짜리 반지..ㅋ 쇠독오르것다 ,1,"9,397",1.9, 2018-01-11
그날처럼,장덕철,ㅋㅋㅋㅋㅋ 듣도보도 못한 사람이 1등하길래 뭔가했었는데 이제 와보니까 조작이었네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-04-18
그날처럼,장덕철,딱봐도 브로처럼 인터넷 이용해서 반짝 1위 했다가 내년에 쥐도새도 모르게 없어질 그런 애들이네 ㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-01-07
그날처럼,장덕철,지들이 새벽마다 스밍 돌려가 1위 쳐먹은건 잘한거고 지들 맘에 안드는 노래 나오면 페북 관종 염병 하네 ,1,"9,397",1.9, 2018-01-13
그날처럼,장덕철,전형적인 조센징 발라드 페북빨 먹고 1위했네 ㅋㅋㅋㅋㅋ 기안내 나는 만원짜리 커플링 가사는 덤ㅋㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-01-06
그날처럼,장덕철,"근본도 없는 후레새끼들아 ㅋㅋ수박네 딸내미들 자리 뺏어서,남의 노래 표절해서 1등 쳐먹으니까 기분좋냐? ",1,"9,397",1.9, 2018-04-15
그날처럼,장덕철,덕철이 차트 서서히 떨어지기 시작하는순간 영원히 다시 뜰일 없을거같다 ㅋㅋㅋ망로망쓰도 마찬가지 ㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-01-23
그날처럼,장덕철,이노래는 대체 누가 듣길래 1위유지냐??? 하여간 고음 나오는 노래면 죄다 좋다고 빨.아재끼는 사람들ㅉ ,1,"9,397",1.9, 2018-01-13
그날처럼,장덕철,이런 ♩같은 노래가 흥한 건 노래가 좋다고 우기는 사람들의 특징: 정작 투빅 노래들은 인기없다고 배척함 ,1,"9,397",1.9, 2018-10-06
그날처럼,장덕철,ㅋㅋ 네다표 쫌 내려기ㅣ랔ㅋㅋ ㅋ 재생 다운로드 곡명 그날처럼 아티스트명 장덕철 장덕철 앨범명 그날처럼 ,1,"9,397",1.9, 2018-02-03
그날처럼,장덕철,닐로가 의심되니 같은 소속사인 장덕철도 의심되는건 어쩔수 없나봐요....그래프가 진짜 닐로랑 똑같더라구요 ,1,"9,397",1.9, 2018-04-14
그날처럼,장덕철,멜론차트 듣는데 새벽에 뭔 이딴 말도 안되는 노래가 1위라니.. 에휴 월요일 출근날부터 재수없넷 퉷 -! ,1,"9,397",1.9, 2018-01-08
그날처럼,장덕철,이것들도 빨리 차트아웃좀 이미 같은 노.하.우로 했다고 회사가 인증했는데이노래 여기 있으면 안돼...ㅜㅜ ,1,"9,397",1.9, 2018-04-12
그날처럼,장덕철,엥 나 이노래 첨보고 한번도 들어본적 없는데 왜 나만의차트에 52번이나 들었다고 돼있죠...진짜 소름돋음 ,1,"9,397",1.9, 2018-09-15
그날처럼,장덕철,멜로망스 장덕철 발매사 다 로엔임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 할많하않문문 발매사는 미러볼인데 로엔 자회사 ㅋ ,1,"9,397",1.9, 2018-01-07
그날처럼,장덕철,노래 좋긴좋은데너무 페북에서 띄워준다고 해야되나..페북페이지에 돈 준거 처럼 너무 많이뜨니깐 좀 그럼.. ,1,"9,397",1.9, 2018-01-05
그날처럼,장덕철,가온차트 상반기 연간2위 닐로17위 ㄷㄷ 님들 리메즈소속사들어가면 이렇게 뜹니다 다들 오디션보러가세요^^ ,1,"9,397",1.9, 2018-09-10
그날처럼,장덕철,그냥 노래좋네라고듣던사람인데 라이브들으니까 진짜좀아니더라 그냥 노래조금배우고 겉멋만들은 일반인3명인듯하다 ,1,"9,397",1.9, 2018-05-26
그날처럼,장덕철,노래 개구려만원짜리 커플링에서 웃고간다ㅋㅋㅋㅋㅋㅋㅋㅋ이딴게 1등인게 멜론 맛탱이간거가타물관리똑바로해라ㅡㅡ ,1,"9,397",1.9, 2018-01-08
그날처럼,장덕철,노래가 나쁘지는 않은데이게 1위할 정도 인가 싶네요개나소나 1위한다는 말이 맞는듯페북 따봉충의 차트 .. ,1,"9,397",1.9, 2018-01-06
그날처럼,장덕철,어쩐지... 남돌 올라올 새벽에 당당히 1위길래 이 새벽에 누가 장덕철 듣냐 했는데...^^ 혹시나 역시나 ,1,"9,397",1.9, 2018-04-21
그날처럼,장덕철,이노래 분명 하위권에있었는데 어떻게 차트 수직상승함? 팬 몇십만명 정도 되냐? 구라도 정도껏 쳐야 믿어주지 ,1,"9,397",1.9, 2018-04-23
그날처럼,장덕철,아니 왜 다 표절이야.......;노래 좋아서 다운받으면 다 표절이여 시밯무슨 지뢰여?ㅋㅋㅋㅋㅋㅋㅋ개빡치네 ,1,"9,397",1.9, 2018-01-29
그날처럼,장덕철,노래가 좋든 안 좋든 어떤 노력을 했던간에 성적을 내는데 있어서 불법적인 방법을 썼으면 비난받아 마땅한 거다,1,"9,397",1.9, 2018-04-14
그날처럼,장덕철,솔직히 말해서 노래는 좋긴한데 주작주작하는건 닐로같은 행동이라생각한다.(결론:장덕철은 양심을 모르는듯ㅉㅉ) ,1,"9,397",1.9, 2018-04-26
그날처럼,장덕철,이노래 애초에 뭐가 좋은지도 모르겟고 페북충들은 왜 이노래를 커버씌우는지도 모르겟다 ㅋㅋ 결론은 페북충 그켬 ,1,"9,397",1.9, 2018-04-15
그날처럼,장덕철,그놈의 아이돌 괜들...아이돌 괜들은 공장은 돌리지않았음...진정한 차트 교란은 덕철이랑 닐로지 ㅋㅋㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-04-19
그날처럼,장덕철,주작은 당장 재생 다운로드 곡명 꺼져 아티스트명 형돈이와 대준이 형돈이와 대준이 앨범명 스윗 껭스타랩 볼륨1 ,1,"9,397",1.9, 2018-06-24
그날처럼,장덕철,표절+따봉책 홍보도배로 월간1등처먹네 ㅋㅋㅋㅋ 차라리 소몰이발라드랑 양산형 아이돌시대가 좋았다고 생각이든다. ,1,"9,397",1.9, 2018-02-09
그날처럼,장덕철,처음 보는 가수가 어떻게 순위권에 있지 하고 들어봤었는뎈ㅋㅋㅋㅋ노래 이상해서 안들었는데 이제야 이유알게됨ㅎㅎ ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,"발라드 좋아하시는 분들, 이 노래 좋다고 생각하시는 분들 먼데이키즈 가을 안부 들으면 정말 좋다는 생각들겁니다",1,"9,397",1.9, 2018-01-10
그날처럼,장덕철,어쩐지..처음부터 한국남자 가성비가 느껴지는 노래라서 단 한 번도 안 들었는데 선견지명 오져버렸네요^^~~~ ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,진심 궁금해서 그러는데 왜 이 곡이 일위인거에요? 박효신이나 딘 노래 제끼고 일위 할만한 곡은 아닌거 같은데 ,1,"9,397",1.9, 2018-01-07
그날처럼,장덕철,닐로가 리메즈에서 젤 듣보잡이었는데..40도 이기고 이제 장덕철도 이겼네~리메즈 가수들 이미지 참 비슷하다~ ,1,"9,397",1.9, 2018-05-16
그날처럼,장덕철,아 요즘 표절논란 있는 아티스트들 곡이 왜이리 차트 상위권인거야 ㅋㅋㅋㅋㅋ 소비 그만하세요; 표절처럼 표절문 ,1,"9,397",1.9, 2018-01-21
그날처럼,장덕철,가성비송이 왜자꾸 1위인지; 차트에있는건 상관없어도 1위감은 아니니 어서 재ㄱ랑 국ㅈ좀 부탁드릴게용가뤼^^7 ,1,"9,397",1.9, 2018-01-24
그날처럼,장덕철,"응 2시간뒤에 내려와~ 아티스트명 선미 대한민국|여성|솔로| 장르 : Dance, Ballad, 한국 드라마 ",1,"9,397",1.9, 2018-01-18
그날처럼,장덕철,논란 있길래 들어보고 왔는데 정말 빼도바크도 못할 정도로 똑같네요. 이거 흐지부지 넘어가면 진짜 큰일입니다. ,1,"9,397",1.9, 2018-01-21
그날처럼,장덕철,왠만함 글안쓰는데ㅠ표절논란은 스스로맘속에 양심으로가시고방송나올땐 라이브연습 쪼금더하시공오래살아남으시길 바래요 ,1,"9,397",1.9, 2018-01-21
그날처럼,장덕철,"문문, 박원, 볼빨간사춘기 등은 단순한 SNS 픽이 아니라 정말 주목받아야 할 가치가 있었기에 논란이 없었던거다",1,"9,397",1.9, 2018-01-06
그날처럼,장덕철,가사 진부한듯 지갑에 돈없으면 연애하지 말고 돈벌어야지 이런 불쌍해요 서사 유해하고 언플이라서 호감 저하되는듯 ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,이노래 한번도 안들어봄 주위에서 이노래 아는사람 1도 없는데 멜론 상위권이라니 ㅋㅋ 관리감독좀 멜론님아 ... ,1,"9,397",1.9, 2018-04-14
그날처럼,장덕철,"그럼 이것도 리메즈인거 알고 사람들이 웬만하면 스밍안할텐데 순위가 이런거 보면, 이것도 결국 기계란거자나... ",1,"9,397",1.9, 2018-05-06
그날처럼,장덕철,생소한 가수의 생소한 노래가 갑자기 멜론 1위에 올랐을때.. 발매사 확인해보면 로엔인 경우가 100중에 100 ,1,"9,397",1.9, 2018-01-07
그날처럼,장덕철,"이노래 표절임 장덕철 ""그날처럼"" /// 창조 혹은 표절 Original or Rip-off YouTube에서 ",1,"9,397",1.9, 2018-01-23
그날처럼,장덕철,아무도 왜 1등인지 모르는노래식상하다는 반응이 절대다수지만 새벽내내 모든남돌 줫바르는 화력을 가진 의문의 노래 ,1,"9,397",1.9, 2018-01-08
그날처럼,장덕철,노래가 좋긴한데 자주듣고있고이그룹은 너무 페이스북 과장광고를 많이해서억지로 끌어올린다는 느낌을 많이받음.... ,1,"9,397",1.9, 2018-01-07
그날처럼,장덕철,ㅋㅋ처음부터 이 곡 가사에서 만원짜리 커플링때문에 원래 없던 정 뚝떨어졌었는데 사재기였다니 웃긴사람들일세... ,1,"9,397",1.9, 2020-03-06
그날처럼,장덕철,아니 누가 1등하든 요즘 노래 다 별로다ㅡㅡ에일리 첫눈처럼 너에게 가겠다 같은 곡 안나오나??진짜 들을노래없네 ,1,"9,397",1.9, 2018-01-24
그날처럼,장덕철,"요즘시대에 이렇게 뒤떨어진 노래가 나오다니;;저기.. 가사쓰신분 세기말분이신듯^^,,,,,,트랜드좀 파악하시길 ",1,"9,397",1.9, 2018-01-13
그날처럼,장덕철,이 노래 어디 소개된적있었나요? 노래 나쁘진 않은데 계속해서 차트인 되기엔.....뭐 다른 요소가 있나싶어서요 ,1,"9,397",1.9, 2018-02-06
그날처럼,장덕철,공장덕철 발냄새덕철 재생 다운로드 곡명 인간 쓰레기 아티스트명 임빛이 임빛이 앨범명 Beatcamp vol.2 ,1,"9,397",1.9, 2018-08-19
그날처럼,장덕철,"응 여기도 날아오르라 아티스트명 주작 대한민국|남성|그룹| 장르 : Rock, 인디음악 10', 록/메탈 00' ",1,"9,397",1.9, 2018-04-17
그날처럼,장덕철,차트를 역주행하는게아니라 시대를 역주행하는거같다. 곡수준이 딱 90년대 후반 발라드수준 흔한멜로디에 억지감성가사 ,1,"9,397",1.9, 2018-01-10
그날처럼,장덕철,이노래아니었으면 애초에 뜨지도못할가수1년이지났는데도 아직도 순위권오르는거보면 의심이 많이가는 부분이란게 팩트 * ,1,"9,397",1.9, 2018-10-22
그날처럼,장덕철,알려드립니다 관심있으신 분은 참여 해주세요청와대 국민청원 접속 -> '닐로' 검색 -> 사진에 나오는 청원 참여 ,1,"9,397",1.9, 2018-04-14
그날처럼,장덕철,숀은 더좋은 기계쓰는데 느그들은 아직도 구식기계로 돌리니까 숀한테 쳐발리는거다 ㅉㅉ 기계좀 바꿔라 리메즈 대표야 ,1,"9,397",1.9, 2018-08-05
그날처럼,장덕철,"아이콘, 선미, 장덕철, 비행운, 모모랜드 재생 다운로드 곡명 표절 아티스트명 서태지 서태지 앨범명 울트라맨이야 ",1,"9,397",1.9, 2018-02-03
그날처럼,장덕철,딘 노래 별로라고 생각했는데 딘 노래 듣고 이거 들어보면 퀄리티의 차이를 느낄수있습니다 근데 이게. 1위라고요? ,1,"9,397",1.9, 2018-01-07
그날처럼,장덕철,빨리좀 내려가세요 ㅋ 완전 비호감 오마이걸 생애 최초 1위도 발목잡더니 ㅉ볼빨간 노래 다운이나 받아야겟다 ㅋㅋㅋ ,1,"9,397",1.9, 2018-01-10
그날처럼,장덕철,이노래 한번듣고 그닥.. 느낌없었는데 1위 장기집권하는거진짜 이해안갔음이제차트역주행한다고하면색안경끼고 보게될듯.. ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,평점 1.9가 연간 2등인 마법같은 일이 ㅋㅋㅋ근데 이때는 그냥 노래가 좋은줄알았지.... 이정도일줄 몰랐지... ,1,"9,397",1.9, 2019-01-16
그날처럼,장덕철,페북으로 뜬 거 알고 있었고 당시에도 그게 너무 별로라서 안 들었는데 조작이었고ㅋㅋㅋㅋㅋㅋ 어오 안 부끄럽나 진짜 ,1,"9,397",1.9, 2018-04-15
그날처럼,장덕철,진짜 대한민국 사람들이 사재기에 예민해진 이유기 너희들 때문이야 진짜;; 옴걸 1위 못한 이유도 너희 때문이고;; ,1,"9,397",1.9, 2020-04-26
그날처럼,장덕철,응 이거 표절 빼박 유투브에 투빅 unforgettable 1분 10초부터 들어보새요 누가봐도 표절입니다 ㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-01-25
그날처럼,장덕철,닐로 노래는 솔까말 걍 흔해빠진 발라드였다면 이 곡은 들을만 한 곡이긴 했다. 근데 그럼 뭐하냐 소속사가 주작인데 ,1,"9,397",1.9, 2018-05-16
그날처럼,장덕철,노래진짜 개ㅈ구리고 개별로인데 왜1위인지 모르겟네 이노래1위에있는거 보기싫으니까 다들 딘이랑 박효신노래 스밍 ㄱㄱ ,1,"9,397",1.9, 2018-01-09
그날처럼,장덕철,내밑에 답답한 사람 포함해서 몇몇 보이는데 애초에 리뷰창에 이노래 가사로 겁나까였고 노래 안좋다는 사람도 꽤 있었다,1,"9,397",1.9, 2018-04-15
그날처럼,장덕철,이 노래가 명곡이라는 사람들은여태 얼마나 한심한 노래만 들어왔으면이 정도로 만족하나싶어서딱하기도하고 그러네.... ,1,"9,397",1.9, 2018-01-15
그날처럼,장덕철,노래 좋은건 알겠지만 다른 아티스트 노래도 좋은 곡들은 많은데 페북타서 상위권 먹는게 좀 비호감이다 이거임 ㅇㅅㅇ ,1,"9,397",1.9, 2018-01-06
그날처럼,장덕철,이거 음반발매사 로엔인데 그냥 주작한거 아니냐? 아무리 대중이 개돼지라 해도 이런 곡이 1위하는 게 이상한데 ㅋㅋ ,1,"9,397",1.9, 2018-01-06
그날처럼,장덕철,평점이 왜계속내려가냐~~ 쉴드 제대로 안치냐~~ 더내려간다 ~~ 쉴드좀 열심히쳐라~~~~ 쭉쭉 내려간드아ㅏㅏㅏㅏㅏ ,1,"9,397",1.9, 2018-08-02
그날처럼,장덕철,표절하지마라 재생 다운로드 곡명 19금 씨발개같은년아 아티스트명 강감찬밴드 강감찬밴드 앨범명 하라는 공부는 안하고 ,1,"9,397",1.9, 2018-03-01
그날처럼,장덕철,ㄹㅇ 노래방에서 이노래 금지 시켰으면 좋겠다... 작년엔 어디에도로 귀테러 지렸는데 올해는 이게 ㄹㅇ 다 죠져버림 ,1,"9,397",1.9, 2018-01-24
그날처럼,장덕철,ㅋㅋㅋㅋㅋ아니 역주행은 개나소나 쳐붙이냐고 나온 지 고작 40일 언저리인데이소설급은 돼야 역주행이라고 해라 진짜; ,1,"9,397",1.9, 2018-01-06
그날처럼,장덕철,내려가라 내려가 재생 다운로드 곡명 내려 아티스트명 리제(이지혜) 리제(이지혜) 앨범명 스캔들 OST Part.3 ,1,"9,397",1.9, 2018-01-10
그날처럼,장덕철,"이건 또 왜 슬금슬금 올라오고 그러냐.. 공장스밍 닐로랑 같이 돌리는건가.. 장덕철,닐로 너네 둘다 꺼.져 차트에서 ",1,"9,397",1.9, 2018-04-24
그날처럼,장덕철,이 노랜 더이상 조작할 필요가없지 ㅋㅋㅋㅋㅋㅋ이미 사람들 귀에 박히게 해놨으니깐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 양심도없지 ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ댓글조작단들 들어가보면 닐로 장덕철 좋아요죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개역겹다 진심으로 음원적폐들 ,1,"9,397",1.9, 2018-04-14
그날처럼,장덕철,이때도 갑자기 뿅 차트에 나타나서 뭐지 햇엇는데 나빼고 다 즐기는 분위기여서 걍 혼자 뭐지 햇엇는데 이거엿네 ㅋㅋㅋ ,1,"9,397",1.9, 2018-04-12
그날처럼,장덕철,노래 좋고 안좋고를 떠나서 정당하지 않은 방법으로 순위에 있으니까 비난을 받는거지. 노래좋으면 끝이라고 생각하니.. ,1,"9,397",1.9, 2018-04-21
그날처럼,장덕철,가끔씩리메즈 알바 몇마리 찾아와서 비판글에 반대 쳐 누르고 튀네주작인 거 들통 났는데 슬그머니 순위 올리는 멜레기들 ,1,"9,397",1.9, 2018-05-07
그날처럼,장덕철,ㅋㅋㅋㅋㅋㅋㅋ 이것들 싹을 알아봤어야되는데왠 듣보잡이 뜬금없이 역주행할때부터 뭔가 이상하다했는데 닐로가 딱..... ,1,"9,397",1.9, 2018-04-12
그날처럼,장덕철,1위3위5위차트볼때마다 ㅈ.ㄴ거슬림이런 개10듣보들을페북따봉 관.종들에게 휩쓸려아무생각없이 좋다고 듣고있냐ㅂ..ㅅ들 ,1,"9,397",1.9, 2018-01-08
그날처럼,장덕철,장덕철 그날처럼 1위 처음 한 날 곡 들어보고 분위기가 좋아서 한 일주일 정도는 내내 들었는데 진짜 배신감 뚝... ,1,"9,397",1.9, 2018-04-21
그날처럼,장덕철,노래방 가면 가끔 이거 부르는 소리 들리는데 진심 줘패고 싶어요...노래가 너무 존못이라 누가 불어도 들어주기 힘듦 ,1,"9,397",1.9, 2018-05-06
그날처럼,장덕철,어머 닐로먹는놈이랑 같은 소속이네 우왕 어쩐지 페북에 장덕철이라는 글이랑 닐로가 어느순간 많이 보이더라ㅋㅋㅋㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,"ㅎㅎㅎㅎ표절처럼;; 장덕철 ""그날처럼"" /// 창조 혹은 표절 Original or Rip-off YouTube에서 ",1,"9,397",1.9, 2018-01-17
그날처럼,장덕철,멜론 주작 적당히하자ㅋㅋㅋㅋ볼빨사 신곡이 나왔는데장덕철 이넘들을 못 이긴다고?ㅋㅋㅋㅋ주작질도 적당히 해야지ㅋㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-01-10
그날처럼,장덕철,ㅋㅋㅋㅋㅋㅋ 진짜 표절이나 딴이야기는 둘째치고 만원짜리 반지 그 가사가 뭐 문제있나?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 미띠겠다 ,1,"9,397",1.9, 2018-01-08
그날처럼,장덕철,어쩐지..솔직히 노래가 나쁘진않았지만1위할정돈아니다싶었는데얘네보고 희망을 얻었을 많은 언더그라운드 뮤지션들이 안타깝다 ,1,"9,397",1.9, 2018-04-12
그날처럼,장덕철,아형에서 장덕철 때문이라 했을때 아형멤버들 반응이 다들 누구? 누구때문에?그게누구야? 이러더만 ㅋㅋ 그이상은 말안할게 ,1,"9,397",1.9, 2020-04-26
그날처럼,장덕철,"이제 얘들 노래나, 얘들과 관계 있는 아티스트나, 이 기획사 또는 관계사 작품은 일부러라도 안들을 것 같다. 잘가라. ",1,"9,397",1.9, 2018-04-26
그날처럼,장덕철,증거가 너무 수두룩해서 문제다ㅋㅋㅋ 비정상적 역주행 이후에 유명해지기 시작~ 당신도 당함 ㅅㄱ 나중에 이불킥하길... ,1,"9,397",1.9, 2018-04-14
그날처럼,장덕철,"이게 왜 또 1위야 ㅡㅡ 미쳤네 아티스트명 김동률 대한민국|남성|솔로| 장르 : Ballad, Drama, 한국 영화 ",1,"9,397",1.9, 2018-01-13
그날처럼,장덕철,노래 조오옫 구리다 완전 싸구려 감성 목소리도 안좋고 그냥 덕철이랑 닐로랑 손 잡고 담부터는 미사리 가서 노래 불러라 ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,백퍼 사 재생 다운로드 곡명 재기 아티스트명 김민기 김민기 앨범명 노래굿 공장의 불빛(Light of Factory) ,1,"9,397",1.9, 2018-01-08
그날처럼,장덕철,"켕기는게 없으면 그냥 예정대로 5월에 나오시지 왜 미루실까제발나와서 그""노하우""좀 또 보여주세요차트 최강자 장덕철님^^ ",1,"9,397",1.9, 2018-04-23
그날처럼,장덕철,연초에 이거 1등할때도1등이 맞나 싶을정도로노래가 그닥 좋진 않았는데..닐로 사건 이후로이것들도 닐로랑 한패인거 알게됨 ,1,"9,397",1.9, 2018-05-04
그날처럼,장덕철,마케팅회사에 바이럴 마케팅이란 명목으로 돈주고 홍보 + 유령아이디 수만개로 여론조작 + 음원사재기 조작된 역주행쓰뢔기들 ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,솔직히 멜로디도 흔하디 흔하고 가사도 특별한건 없는데(커플링...) 순위는 겁나 높음;; 페북이랑 사재기가 통하긴 한듯 ,1,"9,397",1.9, 2018-01-08
그날처럼,장덕철,아니ㅋㅋㅋㅋㅋㅋㅋ애초에 페북에서 판치는거 보면 몰랐음?진짜 답답해 죽는 줄 알았는데 이제라도 알아서 다행이네요 정의구현ㄱ ,1,"9,397",1.9, 2018-04-11
그날처럼,장덕철,장덕철이 볼빨간이랑 김동률이랑 딘 위에있다고?좋은걸 부정하는건 아니지만 범접할수없는 레벨 위에 치트유저있는건 조나 줱같음 ,1,"9,397",1.9, 2018-01-13
그날처럼,장덕철,장덕철 시상식 안나오기만 해봐 근데 넌 나와도 계란투척감 이고 안나오면 더 피해받을껄??? ㅎㅎㅎㅎ 닐로랑 꼭 같이와^^ ,1,"9,397",1.9, 2018-04-18
그날처럼,장덕철,"그냥 완전 한곡이다... 장덕철 ""그날처럼"" /// 창조 혹은 표절 Original or Rip-off YouTube에서 ",1,"9,397",1.9, 2018-01-21
그날처럼,장덕철,이런 그지들이 차트 점령하니까 멜론 차트 공신력이 떨어지고 탈퇴한다 다른음원 넘쳐나는데 저 그지들 이름듣기조차 싫다 ㅉㅉ ,1,"9,397",1.9, 2018-04-23
그날처럼,장덕철,아니 이게 왜 역주행역주행 거리면서 좋다는거지 노래? 라이브보니까 엄청 불안하고 별로 어그로만 끌던데 특히 페북으로... ,1,"9,397",1.9, 2018-01-05
그날처럼,장덕철,장덕철 패거리들도 한통속이라니 몇달전에 뭐 이딴 노래가 1위를 장기집권 하고 있나? 의혹 재기 했었는데 내생각이 맞았네요 ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,노래 좋아도 사기는 하면 안되지 난 솔직히 노래 그냥 그런데 주위에서 부르니까 나도 부르게됨. 걔네는 이걸 노린거겠지;; ,1,"9,397",1.9, 2018-06-09
그날처럼,장덕철,지각은 왜 안올려? 아 숀 닐로 몰아줘야해서 그렇지? 장덕철이 서러워서 어떡하냐 얘도 다시 1등 기계 돌랴줘야지 안그래? ,1,"9,397",1.9, 2018-08-05
그날처럼,장덕철,인지도도 없고 노래도 별론데 1위하길래.. 시대가 변했나? 내가 이상한가? 이렇게 생각했는데.. 이제야 진실이 밝혀지네.. ,1,"9,397",1.9, 2018-04-12
그날처럼,장덕철,아니 이분은 비밀정원 1위못하게 뺏으신분 아닌가?적당히 합시다.당신같은 사재기 가수때문에 피해보는 가수들 한두명이 아니에요 ,1,"9,397",1.9, 2019-12-03
그날처럼,장덕철,신곡 수지 선미 다 이긴다고?말이 돼?멜론 주작질이거나주작아니면페북따봉충들 선동에휘둘리는 개돼지대중들이 이리 많다는거냐.. ,1,"9,397",1.9, 2018-01-24
그날처럼,장덕철,이 노래 그만 들어주세요 솔직히 노래 좋은 건 맞지만 저는 개인적으로 아무리 노래가 좋아도 표절이라면 듣기 좀 그렇던데.. ,1,"9,397",1.9, 2018-02-08
그날처럼,장덕철,방. 빼. 재생 다운로드 곡명 뿜뿜 아티스트명 모모랜드 (MOMOLAND) 모모랜드 (MOMOLAND) 앨범명 GREAT! ,1,"9,397",1.9, 2018-02-17
그날처럼,장덕철,앞으로 징덕철 닐로 그리고 여기 소속사 가수들은 믿고 거른다 보이콧 하겠습니다.주변 친구들에게도 보이콧하자고 얘기해야겠어요 ,1,"9,397",1.9, 2018-04-12
그날처럼,장덕철,맨첨에 그날처럼 1위일땐 의심도 안하고 1위라 노래듣고 좋다고 느꼈는데 이재는 리메즈 소속사 아티스트만 보면 구역질이 나온다 ,1,"9,397",1.9, 2018-04-19
그날처럼,장덕철,"노래만 보면 너무나도 좋은 노래지만, 차트에 오르기 위해 조작을 했다는것만으로 이 노래는 더이상 차트에 오를 자격을 잃었다. ",1,"9,397",1.9, 2018-04-23
그날처럼,장덕철,장덕철 그날처럼도 그래프 닐로랑 존똑인데 심지어 투빅 노래랑 멜로디 존똑ㄷㄷㄷ'투빅 - unforgettable' 들어보시길 ,1,"9,397",1.9, 2018-04-12
그날처럼,장덕철,라이브 보니까 그룹인데 화음도 없고 애들끼리 노래방 가서 한 소절씩 주고받고 부르는 느낌이라서곡의 몰입을 더 해치는 것 같아요,1,"9,397",1.9, 2018-01-21
그날처럼,장덕철,얘네 떴을때도 안들음. 페북감성충셰끼들 선동에 놀아나서 억지로 유행시켜버리기 씨ㅛ발~ 리메즈셰끼들 다들 손잡고 ung하세요^^ ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,ㅑ와 진짜 좀비같이 올라오네 ; 징하다가사가 너무 찌질함의 극치인데 뭐가 좋다는거냐 ㅠㅠ 만원짜리 커플링 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,1,"9,397",1.9, 2018-01-24
그날처럼,장덕철,난 얘네 첨 나왔을때 노래 구린데 왜 상위권? 어서 듣도보도 못했는디 나만 모르는거임? 했었음. 근데 그 이유를 이제 알았네? ,1,"9,397",1.9, 2018-04-12
그날처럼,장덕철,아무도 관심없던 곡들이 '페북에서 유명하대요~ 아몰랑 페북스타가 추천했어~' 이런 명목으로 차트 올라오는게 비정상적인 상황이라고,1,"9,397",1.9, 2018-01-06
그날처럼,장덕철,ㅋㅋ 이런 읍절곡 누가 들엌ㅋㅋ 걍 내려가세용^.^ ㅋㅋ 재생 다운로드 곡명 그날처럼 아티스트명 장덕철 장덕철 앨범명 그날처럼 ,1,"9,397",1.9, 2018-02-03
그날처럼,장덕철,할말하않 재생 다운로드 곡명 비밀정원 아티스트명 오마이걸 (OH MY GIRL) 오마이걸 (OH MY GIRL) 앨범명 비밀정원 ,1,"9,397",1.9, 2020-08-02
그날처럼,장덕철,"다들 잘 모르시는데 편법이 아니라 바이럴마케팅은 엄연한 불법이고, 유령계정과 로비를 통한 음원 조작까지 확실시 되는 상황임~~~ ",1,"9,397",1.9, 2018-04-23
그날처럼,장덕철,이 노래 개떼같이 몰려들어서 듣는 새기들 특징=멜로망스 선물 개좋아하고 롱패딩 유행하니까 환장하면서 쳐입음 반박불가 팩트 ㅇㅈ? ,1,"9,397",1.9, 2018-01-22
그날처럼,장덕철,이런쑤레기같은 김치발라드가 1위할때부터 알아봤다. 닐로 처먹는 드러운 회사였네 타가수들한테 폐끼치지 말고 당장 가요계에서 꺼져라 ,1,"9,397",1.9, 2018-04-13
그날처럼,장덕철,만원짜리 커플링이 실화라니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 안하느니만 못하다 진짜 요새 노래 가사들이 왜케 다 찌질해 ¿¿¿ ,1,"9,397",1.9, 2018-01-16
